rssd9001,Affect
1076217,0.0
1068025,0.025095732833333335
2124795,0.0
2534406,0.0
1117192,0.0
2321419,0.0
1100813,0.0
2321428,0.0
3345430,0.0
1133594,0.0
1141786,0.00011894457738461538
2346010,0.0
1117213,0.0
3353631,0.0
1207329,0.0
2198563,0.0
1076262,0.0
3083303,0.0
1207338,0.0
1133615,0.0
1248304,0.0
1125450,0.0
1117259,0.0
3157071,0.0
2796624,0.0
1133660,0.0
1084511,0.0
1207392,0.0
3066977,0.0
2411619,0.0
1141861,0.0
1109094,0.0003058196543529411
2755685,0.0
1076329,0.0
1141870,0.0
1248368,0.0
3107955,0.0006565854333333334
2804855,0.0
1141889,0.0
3009666,0.0
1117316,0.0
1059975,0.0
1207431,0.0
1076365,0.0
2944144,0.0006003400363636364
3320978,0.0
1084566,0.0
3034266,0.0
3017885,0.0
3124381,0.0
1068191,0.011575858038888888
1084575,0.0
2845858,0.0
2509990,0.0
1207468,0.0
2321594,0.0
1207486,0.0
2395326,0.0
2354369,0.0
2632898,0.0
1125580,0.0
1076431,0.0
1084623,0.0
2387152,0.0
3058897,0.0
1133781,0.0
3058909,0.0
3149021,0.0
1379552,0.06652160623076922
1141991,0.00214077458
1125610,0.0
1109227,0.0
2485487,0.0
2149622,0.0
1207543,0.0
3108091,0.0
2747644,0.00027053742926666665
1084669,0.0
1051906,0.0
2665739,0.0
1076495,9.159496666666667e-07
1109263,0.0
1117455,0.0
1117464,0.0
1133848,0.0
1060131,0.0
1207589,0.0
2706726,0.0
1142055,0.0
2936103,0.0
1109290,0.009096759570588236
1076525,0.0
2706735,0.0
1207600,0.0
2641201,0.0
1117491,0.0
1871159,0.0
1248573,0.0
3165508,0.0022630392
3558726,
1494343,0.0
1109320,0.0
1117512,0.0
1051979,0.0
2264404,0.0
1142103,0.0
2461016,0.0
1248603,0.0
3157343,0.0
1830240,0.0
1969506,0.0
3108194,0.0
1469800,0.0
1846634,0.0
1084780,0.0
1125740,0.0
1133932,0.0
2166124,0.0
2575726,0.0
3247468,0.0
1142130,0.0
2747765,0.0
1076600,0.0
1207673,0.0
1478017,0.0
1199497,0.000761233695
1076619,0.0
1125777,0.0
1248658,0.0
1207703,0.0
1084829,0.0
1207712,0.0
2502049,0.0
2043319,0.0
1928633,0.0
1027518,0.004141197522222222
1134014,0.0
1076673,0.0
1134023,0.0
1199563,0.0
2043346,0.0
1076691,0.0
1125843,0.0
1134041,0.0
1830361,0.0
3263963,0.0
1076703,0.0
3157473,0.0
1134050,0.0
1142242,0.0
3165665,0.0
1060328,0.0
1117679,0.0069970665846153845
1199602,4.8742989884117656e-05
1134069,0.0
2067959,0.0
1109496,0.0
1117688,0.0
1060346,0.0
1199611,0.02117002711764706
1134078,0.0
1838590,0.0
1060355,0.0
1207815,0.0
1117709,0.0008320009
1207824,0.0
1134108,0.0
2526755,0.0
3304996,0.0
1142309,0.0
2526764,0.0
2485807,0.0
1109553,0.0
1248818,0.0
1052220,0.0
1060412,0.0
1142336,0.0
2731586,0.0
2846275,0.0
1248836,0.0
1085004,0.0
1117772,0.0
1248845,0.0
2158156,0.0
1085013,0.002364100277777778
1248854,0.0
2453084,0.0175891165
2510428,0.0
1109599,0.0
1142372,0.0
2297448,0.0
3296877,0.0
1199732,0.0036139165647058823
2453114,0.0
2608763,0.0
2805375,0.0
2887296,0.0
2010759,0.0
1207945,0.0
1126028,2.437738323529412e-05
2838159,0.0
1207954,0.0
1126037,0.0
1109656,0.0
1199769,0.008717889141666667
2256539,0.0
1126046,0.0
1142439,0.0
3100330,0.0
1199787,0.0
1248939,0.0
1142448,0.0
1486517,0.0008561176133333333
2805432,0.0
2477754,0.0
3100349,0.0
3100358,0.0
1208009,0.0
3313354,0.00327163147
1142475,0.0
2125523,0.0
1404632,0.0
1052378,0.0
1068762,0.027504697499999998
1363681,0.0
1199844,0.004479425682352941
1126121,0.0
1249002,0.0
1363690,0.0
1085170,0.0
1134322,0.00014611616235294116
1208054,0.0
2985718,0.0
2305790,0.0
1871618,0.0
2625283,0.0
1126149,0.0
1126158,0.0
1249039,0.0
1404687,0.0
1060627,0.0
1134359,0.0
2461463,0.0
2600730,0.0
1363739,0.0
2641694,0.0
1208102,0.0
2445098,0.0
1085228,0.0
1363757,0.0
2527024,0.0
3059504,0.0
1208120,0.0
1404735,0.0
1109825,0.0
1085255,5.068506111111111e-05
1486665,0.0
1109834,0.0
2928461,0.0
2731858,0.0
2297701,0.0
1199974,4.5328753529411764e-05
3485541,
3125098,0.0
1027947,0.0
1199992,0.0
1208184,0.0012714800294117647
2223997,0.0
1838974,0.0
1404799,0.0
1085312,0.0
2322304,0.012639533705882352
1077120,0.008797905100000001
1109898,0.0
1085330,0.0
2658197,0.0
3043222,0.0
1027992,0.0
3633052,0.0
1101726,0.0
1134498,0.004967146539411764
1134500,0.0
2568102,0.0
1101735,0.0
3035049,0.0
1249196,0.0008214751903529412
1085358,0.0
1126318,0.0
1200049,0.0
2805683,0.0
1109946,0.0
2797498,0.38945189
1888193,0.0
1028038,0.0
2592714,0.0
1109964,0.0
2625489,0.0
1126354,0.0
3198935,0.0
2265054,0.0
1363935,0.0
2797537,0.0
2519010,0.0
1134564,0.0
2887652,0.0
1109991,0.0
1863659,0.0
3444717,0.0
1208308,0.0
2125813,0.0
1142774,0.0
1249271,0.0
3305461,4.5163021e-05
1200124,0.0
2519038,0.0
1142783,0.0
2772990,0.0
3141650,0.0
1249299,0.0
2314260,0.0
1118229,0.0
2347035,0.0
1110045,0.0
1118238,0.0
3059746,0.0
1134630,0.0
1978414,0.0
1085488,0.0
3051571,0.0
1142840,0.0
1118265,0.0
3059773,0.0
3444801,0.0
1249347,0.0
1069125,0.005792921152941177
1085509,0.0
1118283,0.0
1126475,0.0
1118292,0.0
2994260,0.0
3395668,0.0
2314327,0.0
1200218,0.0
3280988,0.0
1134685,0.0
1093728,0.0083168186
2142306,0.0
2723938,0.0
1134694,0.0
1249383,0.0
1364071,0.0
1839207,0.0
3362923,0.0
2224239,0.0
3444847,0.0
2682996,1.7867475999999999e-06
1200245,0.0
2224257,0.0
1085572,0.0
1118340,0.0012477882000000002
1364101,0.0
1364110,0.0008393274235294119
1142934,0.0
1118368,0.0
1085602,0.0
1200290,0.0
2003108,0.0
1839270,0.0
2511014,0.0
2568362,0.007525791813333333
1085611,0.0
1208492,0.0
2764977,0.0
1200311,0.0
1208504,0.0
3715257,0.0
1142970,0.0
3821756,
3182783,0.0
1208513,0.0
3133637,0.0
3297481,0.0
2650315,0.0
2658508,0.0
1142989,0.0
3018958,0.0
3109070,0.0
1208531,0.0
1249495,0.0
1839319,0.0
1069273,0.0
1118425,0.0
3207387,0.0
1200348,0.0
2371807,0.0
1118434,0.0
2560236,0.0
2142445,0.0
1208559,0.0
1134836,0.0026125816
1110269,0.0
1134845,0.0
1208577,0.0
1110278,0.0
1249543,0.0
2560263,0.0
1200393,4.3432480588235295e-07
3223819,0.0
1143052,0.0
2937100,0.0
1208595,0.0
1020180,0.0
1200405,0.0
3223828,0.0
2224408,0.0
2560281,0.0
1061156,0.0
3485989,0.0
1020201,0.13415080166666668
3264812,0.0
3223855,0.0
1978674,0.0
1249589,0.0
2593083,0.0
2339133,0.0
1249598,0.0
1134911,0.0
2806082,0.0
3027268,0.0
2183493,0.0
1126729,0.0
2257228,0.0
3101010,0.0
1208661,0.0
2265429,0.0
1978713,0.0006851478253888888
1061213,0.0
1995103,0.0
2879844,0.10774030000000001
1249646,0.0
1200496,0.0
1905009,0.0
1102200,0.0
3248513,0.0
1085826,0.0
2847115,0.01098114569375
2568595,0.0
1085844,0.0
1135002,0.0
1118621,0.0
1085862,0.0
1249703,0.0
1249712,0.0
2453936,0.0
1020340,0.011836112672222222
1028533,0.0
1085880,0.0
1249730,0.0
3150278,0.0
3207622,0.0
1135048,0.0
1085899,0.0
2511313,0.0
1126868,0.0
2961879,0.0
2511322,0.0
2961888,0.0
2634212,7.624611333333333e-07
1102312,0.0026489073444444446
1085929,0.0
1479144,0.0
1020395,0.0
3207659,0.0
3076592,0.0
1200629,0.0
2052601,0.09219121616666666
1085947,0.0
2560508,0.0
3035647,0.0
3174911,0.0
1135105,0.0
1135114,0.0
1479180,0.0
1085965,0.0
2552334,0.0
1053209,0.0
2486813,0.0
1102367,0.0017369853933333335
1208876,0.0
1143342,0.0
1086001,0.009606143633333333
1200692,0.0
1208885,0.0
3232316,0.12027251588235292
2495039,0.0015522838399999997
2757184,0.0
2748995,0.0
2576965,0.0
3232325,0.10559193659999999
1208906,0.0
2896458,0.0
3019339,0.0
1118797,0.0021771507891764704
3199567,0.0
1053272,0.00022237794444444445
2306649,0.0
1118818,0.0
1208933,0.0
1823345,0.0
1102451,0.0
2847357,0.0
1249918,0.0
1118854,0.0
1053320,0.0
1200777,0.0
2421391,0.0
3134102,0.0
2560665,0.0
2683546,0.0
1053339,0.0
1200795,0.0
3084953,0.0
2380443,
1208997,0.0
1020582,0.0
1036967,
2052777,0.0
1086122,0.0
1094314,0.0002499089971666666
1053357,0.0
3445424,0.0
1086131,0.001768268746888889
3248821,0.0
2265782,0.0
1143481,0.0
2249401,0.0
2708159,0.0
1848003,0.0
1037003,0.0034806503000000006
3142349,0.0
1839823,0.0
1069778,0.029952838722222225
1209042,0.0
2257620,0.0
2781910,0.0
1143511,0.0
1086168,0.0
1250008,0.0
1233627,0.0
2011868,0.0
1118948,3.3236138352941176e-05
3109605,0.0
2929383,0.0
1127146,0.0
1250026,0.0005613288820000001
1250035,0.0
2339571,0.0
1102581,0.0
1118966,0.0
1061624,0.0
2634490,0.0
2626299,0.0
1135356,0.0
3027709,0.0
1209088,0.0
3232512,0.0
1995523,0.013467095057222222
1020676,0.0
2577159,0.0
1209097,0.0003108192657142857
1135374,0.0
1209109,0.0
2945824,0.0014632812139999999
1086243,0.0
2388775,0.0
3003178,0.0
1135404,0.0
1495854,0.0
1061679,0.0
1209136,0.0
2847535,0.00043799126
3044144,0.0
1135413,0.0
1053496,0.017484901388888887
1209145,0.0
2913083,0.0
2929468,0.0
1086270,0.0
1135422,0.0
1143623,0.0007023165494117647
2339656,0.0
2863946,0.0
1913684,0.0
1143641,0.0
1086298,0.0
3347292,0.0
1209181,0.0
1119075,0.0
1823587,0.0
1061736,0.0
2356073,0.0
2061162,0.0
2184043,0.0
1135468,0.0
2454380,7.621736133333332e-06
1823608,0.0
3101560,0.0
1127294,0.0
2290560,0.0
1053580,0.0
2388878,0.0
2429838,0.0
3314575,0.0
3019674,0.0
2757531,0.0
1127324,0.0
1135516,0.0
1250204,0.0
2315164,0.0
1209248,0.0
3191712,0.0
2741156,0.0
1143717,0.0
1201064,0.0
2339759,0.0
3232688,
1209284,0.0
2634696,0.0
1201103,0.0
1143762,0.0001503360205882353
1094613,0.0
1201112,0.0
1209305,0.0
2995164,0.0
2716640,0.0
2184164,0.029787453636363634
1020902,0.02979796111111111
1135598,0.0
1250286,0.0
1094640,0.064103188
1086449,0.0
1135600,0.0
1250295,0.0
1020920,0.0
1143801,0.0
1086458,0.0
1823738,0.0
2872322,0.0
1823747,0.0
2298883,0.0
1061893,0.0
2003975,0.0
1086476,0.0
1119244,0.0
1250316,0.0
2839567,0.0
3109904,0.0
1053713,0.0
2618388,0.0
1143829,0.0
2298904,0.0
1135646,0.0
1119271,0.0
1135655,0.0
1086506,0.0
1201194,1.77575e-05
1111088,0.0
2454586,0.0
1135682,0.0
1250370,0.0
1086533,0.001716873675511111
1135691,0.0
2856014,0.0
2700368,0.0
1201233,0.0
1209426,0.0
3109968,0.0
2626646,0.0
2872407,0.11796339600000001
3101784,0.0
1840221,0.0
1250398,0.0
2061407,0.0
1119329,0.0
2577506,0.0
1061987,0.0
1209444,0.0
1029222,0.0
2176105,0.0
1832048,0.0
1963120,0.0
2880626,0.0
1119347,0.0
3077236,0.0
2634874,0.0
1209471,0.0
2126977,0.02302925770588235
2626691,0.0
1119365,0.0
1127557,0.0
1250437,0.0
1840267,0.0
1029259,0.0
3150997,0.0
1119383,0.0
1143959,0.0
